"KEGG ID","Names","chEBI","Occurence"
"G00076","III3Fuc-nLc6Cer|(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00077","(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00078","iso-nLc8Cer|LacNAc-Lc6Cer|I-antigen|Lactoisooctaosylceramide|(Gal)4 (Glc)1 (GlcNAc)3 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00079","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00080","(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00081","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00082","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00083","(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00084","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00085","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00086","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00087","VI6NeuAc-nLc6Cer|(Gal)3 (Glc)1 (GlcNAc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00088","VI3NeuAc-nLc6Cer|(Gal)3 (Glc)1 (GlcNAc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00089","V3Fuc-nLc6Cer|(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00090","V3Fuc,III3Fuc-nLc6Cer|(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00091","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00092","Lactosylceramide|CDw17|LacCer|(Gal)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","11"
"G00093","Globotriaosylceramide|Gb3Cer|Pk antigen|CD77|(Gal)2 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00094","Globoside|Gb4Cer|P antigen|(Gal)2 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","5"
"G00095","Forssman antigen, IV3GalNAca-Gb4Cer|(Gal)2 (GalNAc)2 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00096","IV3GalNAcb-Gb4Cer|(Gal)2 (GalNAc)2 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00097","Galactosylgloboside|SSEA-3|Gb5Cer|(Gal)3 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00098","Monosialylgalactosylgloboside|MSGG|Monosialyl-Gb5|SSEA-4|V3NeuAc-Gb5Cer|(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00099","Globo-H|(Gal)3 (GalNAc)1 (Glc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00100","V3(NeuAc)2-Gb5Cer|(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00101","(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00102","(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00103","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00104","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00105","GalGb3Cer|(Gal)3 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00106","(Gal)4 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00107","(Gal)5 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00108","GM3|Hematoside|(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","6"
"G00109","GM2|Ganglioside|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","7"
"G00110","GM1|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","7"
"G00111","GD1a|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","5"
"G00112","GT1a|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00113","GD3|CD60a|(Gal)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00114","GD2|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00115","GD1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00116","GT1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","6"
"G00117","GQ1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00118","GT3|(Gal)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00119","GT2|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00120","GT1c|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00121","GQ1c|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00122","GP1c|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)5 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00123","GA2|(Gal)1 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","6"
"G00124","GA1|(Gal)2 (GalNAc)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00125","GM1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00126","GD1c|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00127","GD1a|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00128","GT1aalpha|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00129","GQ1balpha|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00130","GM2alpha|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00131","GM1alpha|III6NeuAc-Gg4Cer|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00132","GD1beta|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00140","(GlcN)1 (Ino(acyl)-P)1 (Man)4 (EtN)1 (P)1|Glycoprotein|GPI anchor","","2"
"G00141","(GlcN)1 (Ino(acyl)-P)1 (Man)4 (EtN)2 (P)2|Glycoprotein|GPI anchor","","2"
"G00142","(GlcN)1 (Ino(acyl)-P)1 (Man)4 (EtN)3 (P)3 (protein)1|Glycoprotein|GPI anchor","","0"
"G00143","(GlcNAc)1 (Ino-P)1|Glycoprotein|GPI anchor","","2"
"G00144","(GlcN)1 (Ino-P)1|Glycoprotein|GPI anchor","","3"
"G00145","(GlcN)1 (Ino(acyl)-P)1|Glycoprotein|GPI anchor","","2"
"G00146","(GlcN)1 (Ino(acyl)-P)1 (Man)1|Glycoprotein|GPI anchor","","2"
"G00147","(GlcN)1 (Ino(acyl)-P)1 (Man)1 (EtN)1 (P)1|Glycoprotein|GPI anchor","","2"
"G00148","(GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1|Glycoprotein|GPI anchor","","2"
"G00149","(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1|Glycoprotein|GPI anchor","","3"
"G00151","(GlcN)1 (Ino(acyl)-P)1 (Man)4 (EtN)3 (P)3|Glycoprotein|GPI anchor","","1"
"G00152","(GlcN)1 (Man)4 (EtN)3 (P)3 (protein)1 (Ino-P)1|Glycoprotein|GPI anchor","","0"
"G00154","(Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00155","(Gal)1 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00156","(Gal)2 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00157","(Gal)2 (GlcA)1 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","3"
"G00158","(Gal)2 (GalNAc)1 (GlcA)1 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00159","(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00160","(Gal)2 (GalNAc)2 (GlcA)2 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00161","(Gal)2 (GalNAc)3 (GlcA)3 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","1"
"G00162","(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00163","(Gal)2 (GlcA)2 (GlcNAc)1 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00164","(Gal)2 (GlcA)2 (GlcNAc)2 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00165","(Gal)2 (GlcA)3 (GlcNAc)2 (Xyl)1 (Ser)1|Glycoprotein|Glycosaminoglycan","","2"
"G00166","Fucosyl-GM1|(Gal)2 (GalNAc)1 (Glc)1 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00167","N-Acetylgalactosaminyl GM1b|GalNAc-GM1b|(Gal)2 (GalNAc)2 (Glc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00168","N-Acetylgalactosaminyl GD1a|GalNAc-GD1a|(Gal)2 (GalNAc)2 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00169","9-O-Acetylated GD3|9-O-Acetyl-GD3|9-O-Ac-GD3|CD60b|(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00170","9-O-Acetylated GT3|9-O-Ac-GT3|(Gal)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00171","(Glc)2 (GlcNAc)2 (Man)9 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00172","(Man)4","","1"
"G00174","(Gal)2 (Glc)1 (GlcNAc)2 (Cer)1","","1"
"G00176","(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1","","1"
"G00177","(GlcNAc)1 (ManNAc)1 (PP-Und)1","","1"
"G00178","(GlcNAc)4 (LFuc)1 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","1"
"G00179","(GlcNAc)4 (Man)3 (Xyl)1 (Asn)1","","2"
"G00180","(Gal)2 (GalNAc)2 (GlcA)3 (Xyl)1|Glycoprotein|Glycosaminoglycan","","2"
"G00181","Disialosylglobopentaosylceramide|Disialosyl Gb5|V3NeuAcIV6NeuAc-Gb5Cer|Disialosylgalactosylgloboside|(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00182","7-O-Acetyl-GD3|7-O-Ac-GD3|CD60c|GD3-7OAc|(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac7Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00183","9-O-Acetyl-GD2|9-O-Ac-GD2|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00184","9-O-Acetyl-GT2|9-O-Ac-GT2|(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00185","9-O-Ac-GD1a|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00186","9-O-Ac-GT1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00187","9-O-Ac-GQ1b|(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00188","9-O-Ac-nLD1|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00189","GalNAcDSLc4|IV4GalNAc,IV3NeuAc,III6NeuAc-Lc4cer|(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00190","Disialosyl Lc4Cer|DSLc4|IV3NeuAc,III6NeuAc-Lc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00192","(Gal)5 (Glc)1 (GlcNAc)4 (LFuc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00193","(Gal)6 (Glc)1 (GlcNAc)5 (LFuc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00194","(Gal)6 (Glc)1 (GlcNAc)5 (LFuc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00195","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00196","VIII3NeuAc,V3Fuc-nLc8Cer|CD65s|(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00197","X3NeuAc,VII3Fuc-nLc10Cer,|CD65|(Gal)5 (Glc)1 (GlcNAc)4 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00198","(Gal)1 (GlcNAc)2 (Man)4 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G00199","(Gal)2 (GlcNAc)4 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00200","(Gal)1 (GlcNAc)2 (Man)5 (Neu5Ac)1|Glycoprotein|N-Glycan","","0"
"G00202","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)1 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00203","(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)1 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00204","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)1 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00205","(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)1 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00206","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)2|Glycoprotein|N-Glycan","","0"
"G00207","(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)2|Glycoprotein|N-Glycan","","0"
"G00208","(Gal)1 (GalNAc)1 (GlcNAc)1 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00209","(Gal)1 (GalNAc)1 (GlcNAc)2|Glycoprotein|O-Glycan","","1"
"G00210","(Gal)1 (GalNAc)1 (GlcNAc)3|Glycoprotein|O-Glycan","","0"
"G00211","(Gal)2 (GalNAc)1 (GlcNAc)3|Glycoprotein|O-Glycan","","0"
"G00212","(Gal)4 (GalNAc)1 (GlcNAc)3 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00214","(Gal)2 (GalNAc)1 (GlcNAc)2|Glycoprotein|O-Glycan Glycoprotein","","0"
"G00216","(Gal)3 (GalNAc)1 (GlcNAc)3|Glycoprotein|O-Glycan","","0"
"G00217","(Gal)3 (GalNAc)1 (GlcNAc)4|Glycoprotein|O-Glycan","","0"
"G00218","(Gal)5 (GalNAc)1 (GlcNAc)4|Glycoprotein|O-Glycan","","0"
"G00219","(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00221","(Gal)2 (GalNAc)1 (GlcNAc)1 (Neu5Ac)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00222","(Gal)2 (GalNAc)1 (GlcNAc)1 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00224","(Gal)1 (GalNAc)2 (LFuc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00225","Sialyl-Tn (Gc)|(GalNAc)1 (Neu5Gc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00226","(Gal)1 (GalNAc)1 (Neu5Gc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00227","(Gal)1 (GalNAc)1 (LFuc)1 (Neu5Gc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00229","(Glc)1 (Xyl)2|Glycoprotein|O-Glycan","","0"
"G00231","(GlcNAc)2 (Man)4 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00232","(GlcNAc)2 (Man)7 (Asn)1|Glycoprotein|N-Glycan","","0"
"G00233","(GlcNAc)2 (Man)13|Glycoprotein|N-Glycan","","0"
"G00234","(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)2|Glycoprotein|O-Glycan","","0"
"G00235","(Gal)4 (GalNAc)1 (GlcNAc)3 (LFuc)3 (Neu5Ac)1|Glycoprotein|O-Glycan","","0"
"G00237","(Gal)1 (GlcNAc)2|Glycoprotein|O-Glycan","","0"
"G00238","(Gal)2 (GlcNAc)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00239","(Gal)2 (GlcNAc)2 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00240","(Gal)2 (GlcNAc)2 (LFuc)1 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00241","(Gal)2 (GlcNAc)2 (LFuc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00242","Sialyl Lewis x antigen|CA15-3|(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (R)1|Glycoprotein|O-Glycan Glycoprotein|N-Glycan Glycolipid|Glycerolipid","","0"
"G00243","Lewis x antigen|Tetraantennary neutral lactosaminoglycan|3-Fucosyllactosamine|3-FL|(Gal)1 (GlcNAc)1 (LFuc)1|Glycolipid Glycolipid|Sphingolipid Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Neoglycoconjugate Others","","0"
"G00244","Chitin|Chito-oligosaccharide|Chitotriitol|(GlcNAc)3|Glycolipid|Others Glycoside Neoglycoconjugate Polysaccharide","","0"
"G00245","(GlcNAc)2 (Man)6|Glycoprotein|N-Glycan Neoglycoconjugate","","0"
"G00246","N-Acetyllactosamine|(Gal)1 (GlcNAc)1|Glycolipid Glycolipid|LPS Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Others Neoglycoconjugate","","3"
"G00247","Chacotriose|Chacotrioside|(Glc)1 (LRha)2|Glycoside","","0"
"G00248","F-gitogenin|F-gitonin|Agigenin|Aginoside|Lycotetraose|(Gal)1 (Glc)2 (Xyl)1|Glycoside","","0"
"G00249","Raffinose|(Fruf)1 (Gal)1 (Glc)1|Oligosaccharide","","6"
"G00250","Lewis a antigen|(Gal)1 (GlcNAc)1 (LFuc)1|Glycolipid Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Neoglycoconjugate","","0"
"G00251","PA6|HpxB1|(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)2|Glycoprotein|N-Glycan","","2"
"G00253","sialyl Lewis c antigen|(Gal)1 (GlcNAc)1 (Neu5Ac)1|Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Others","","0"
"G00254","Blood group substance H (II)|(Gal)1 (GlcNAc)1 (LFuc)1|Glycolipid Glycoprotein Glycoprotein|N-Glycan Glycoside Neoglycoconjugate Others","","0"
"G00255","(Gal)1 (GlcNAc)1 (Neu5Ac)1|Glycolipid|Sphingolipid Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Neoglycoconjugate Glycoside","","1"
"G00256","Lewis y antigen|(Gal)1 (GlcNAc)1 (LFuc)2|Glycolipid Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Neoglycoconjugate","","0"
"G00257","sialyl Lewis a antigen|(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1|Glycoprotein Glycoprotein|O-Glycan Glycoside Neoglycoconjugate Others","","0"
"G00258","GM3-NeuGc|(Gal)1 (Glc)1 (Neu5Gc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00259","Digitoxin|Gitoxin|Gitaloxin|Digitalis|Digoxin|Gitoxin|(Dig)3|Glycoside","","0"
"G00260","BI6F|(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G00261","(Gal)1 (GalNAc)1 (Neu5Ac)1|Glycoprotein Glycoprotein|Glycosaminoglycan Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoprotein|Others","","0"
"G00262","Ginsenoside|Anatolioside|Brownioside|Foliumin|Naringin|Phlomisoside|(Glc)1 (LRha)1|Glycoside","","0"
"G00263","IV2Fuc,III4Fuc-Lc4-Cer|Lewis b antigen|(Gal)1 (GlcNAc)1 (LFuc)2|Glycolipid|Sphingolipid Glycoprotein Glycoprotein|N-Glycan Glycoside","","0"
"G00264","Abrisaponin|Kaikosaponin III|Robinioside E|Saponin Bb|Saponin Be|Sophoraflavoside II|Soyasaponin|Subproside I|(Gal)1 (GlcA)1 (LRha)1|Glycoside","","0"
"G00265","6'-Sialyllactose|6'-SL|(Gal)1 (Glc)1 (Neu5Ac)1|Glycoprotein Glycoprotein|N-Glycan Glycoside Neoglycoconjugate Others","","0"
"G00266","Blood group substance A|(Gal)1 (GalNAc)1 (LFuc)1|Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Neoglycoconjugate","","0"
"G00267","solanine|solasonine|solatriose|(Gal)1 (Glc)1 (LRha)1|Glycoside","","0"
"G00268","2'-Fucosyllactose|2'-FucLac|2'-FL|(Gal)1 (Glc)1 (LFuc)1|Glycolipid|Sphingolipid Glycoprotein|O-Glycan Oligosaccharide","","0"
"G00269","(Gal)1 (GalNAc)1 (Neu5Ac)2|Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoprotein|Others Neoglycoconjugate Others","","0"
"G00270","Verbascoside|Acteoside|Campneoside II|Cistanoside F|Decaffeoyl acteoside|Leucosceptoside A|lipedoside A|lipedoside B|Orobanchoside|Osmanthuside B|(Glc)1 (LRha)1|Glycoside","","0"
"G00271","Blood group substance B|(Gal)2 (LFuc)1|Glycolipid Glycoprotein|N-Glycan Neoglycoconjugate","","0"
"G00272","(GlcNAc)2 (Man)8|Glycoprotein|N-Glycan Glycoprotein|Others Neoglycoconjugate Glycoprotein|O-Glycan","","0"
"G00273","Gentiobiose|Gycomoside 1|Amygdalin|Andirobicin C gentiobioside|Bruceacanthinoside|Bruceolline|Clinoposaponin X|Fevicordin F gentiobioside|(Glc)2|Glycolipid Glycolipid|Glycerolipid Glycolipid|Others Glycoprotein|O-Glycan Glycoside Polysaccharide Oligosaccharide","","0"
"G00274","(Gal)2 (GlcNAc)4 (Man)3|Glycoprotein|N-Glycan","","0"
"G00275","Maltose|Maltitol|(Glc)2|Glycolipid|Glycerolipid Glycoprotein|N-Glycan Glycoside Neoglycoconjugate Oligosaccharide Others Polysaccharide","","8"
"G00276","Oligogalacturonan|Polygalacturonic acid|(GalA)3|Polysaccharide","","0"
"G00277","Maltosaccharide|Panose|(Glc)3","","0"
"G00278","Stachyose|(Fruf)1 (Gal)2 (Glc)1|Oligosaccharide","","3"
"G00279","Xylan|Xylosaccharide|(Xyl)3","","0"
"G00280","glycopeptide 3|Maltotriose|(Glc)3|Glycolipid Glycoprotein|O-Glycan Glycoside Oligosaccharide Neoglycoconjugate","","0"
"G00281","Gal4,4,4TRI|(Gal)3 (GlcNAc)5 (Man)3|Glycoprotein|N-Glycan","","0"
"G00282","Ginsenoside|asteryunnanoside|cabenoside B|hosenkoside J|majonoside|phlomisoside II|reinioside A|sophorose|(Glc)2|Glycolipid|Others Glycoside Oligosaccharide","","0"
"G00283","Rutin|Rutinoside|Hesperidin|Mabioside|Nicotiflorin|Rutinose|(Glc)1 (LRha)1|Glycoside","","0"
"G00284","Lacto-N-biose|(Gal)1 (GlcNAc)1|Glycolipid Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Neoglycoconjugate","","2"
"G00285","(Gal)1 (GlcNAc)1 (LFuc)1|Glycolipid Glycoprotein|O-Glycan Glycoside Neoglycoconjugate Others Glycolipid|LPS","","0"
"G00286","(GlcNAc)2 (LFuc)1 (Man)3|Glycoprotein|N-Glycan","","0"
"G00287","Mannotriose|(Man)3|Glycolipid Glycoprotein|N-Glycan","","0"
"G00288","LA|Lipid A|(GlcN)2 (P)1|Glycolipid Glycolipid|LPS","","0"
"G00289","Cellobiose|Glucoscilliroside|(Glc)2|Glycolipid|Glycerolipid Glycoprotein|N-Glycan Glycoside Neoglycoconjugate Polysaccharide Oligosaccharide","","10"
"G00291","(Gal)1 (LFuc)1|Glycoprotein Glycoprotein|N-Glycan Glycoprotein|O-Glycan Glycoside Neoglycoconjugate","","0"
"G00292","(GlcNAc)4 (Man)5|Glycoprotein|N-Glycan Neoglycoconjugate","","0"
"G00293","Trehalose|(Glc)2|Glycolipid Glycolipid|LPS Glycolipid|Others Oligosaccharide","","5"
"G00294","IV3SO4GlcA-nLc4-Cer|LK1|(Gal)2 (Glc)1 (GlcA)1 (GlcNAc)1 (S)1 (Cer)1|Glycolipid|Sphingolipid","","0"
